linkedin_slug,linkedin_url,company_name,tier,tier_label,primary_keyword,size_bracket,description_snippet,discovery_query,page_found,first_seen_at,resolved_domain,resolve_status,matching_people_count
tandem-health-sc,https://www.linkedin.com/company/tandem-health-sc,Tandem Health,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,Tandem Health is a Federally Qualified Health Center (FQHC) and ... 201-500 人. 总部: Sumter，South Carolina. 类型: 非营利机构. 创立: 2018. 领域: Family ...,"site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",9,2026-04-17T07:54:00Z,https://tandemhealth.org,parking,5
tepeyachealth,https://www.linkedin.com/company/tepeyachealth,Tepeyac Community Health Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,Website: https://www.tepeyachealth.org/. External link for Tepeyac Community Health Center ; Industry: Hospitals and Health Care ; Company size: 51-200 employees.,"site:linkedin.com/company/ ""community health center"" ""51-200""",4,2026-04-17T07:51:46Z,,none,5
theleonlevinefoundation,https://www.linkedin.com/company/theleonlevinefoundation,The Leon Levine Foundation,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 עובדים. משרדים ראשיים: Charlotte, North Carolina. סוג: Nonprofit. הקמה ... The North Carolina Healthcare Foundation and The ...","site:linkedin.com/company/ ""community health center"" ""11-50""",10,2026-04-17T07:51:13Z,https://www.leonlevinefoundation.org,ok,5
tri-area-community-health,https://www.linkedin.com/company/tri-area-community-health,Tri-Area Community Health,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center and a Recognized Health Quality Leader. We ... 51-200 medarbejdere. Hovedkvarter: Laurel Fork, Virginia. Type: Nonprofit.","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",27,2026-04-17T07:53:47Z,,none,5
valleyhealthpartners,https://www.linkedin.com/company/valleyhealthpartners,Valley Health Partners,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"... Community Health Center (VHPCHC) is a nonprofit organization recognized as a ... 201-500 employees. Headquarters: Allentown, Pennsylvania. Type: Nonprofit.","site:linkedin.com/company/ ""community health center"" ""201-500""",16,2026-04-17T07:52:43Z,https://www.valleyhealthpartners.org,title_mismatch,5
vohra-post-acute-physicians,https://www.linkedin.com/company/vohra-post-acute-physicians,Vohra Wound Physicians,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"社員 201-500名. 本社: Miramar、FL. 種類: 非上場企業. 創立: 2000. 専門分野 ... community health center care, urgent care, occupational/employee ...","site:linkedin.com/company/ ""community health center"" ""201-500""",25,2026-04-17T07:52:55Z,https://vwp.ca,title_mismatch,5
jwch-institute,https://www.linkedin.com/company/jwch-institute,"Wesley Health Centers - JWCH Institute, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 pracowników. Siedziba główna: Los Angeles, CA. Rodzaj: Organizacja non ... Universal Community Health Center. Praktyki medyczne. Los Angeles ...","site:linkedin.com/company/ ""community health center"" ""201-500""",25,2026-04-17T07:52:55Z,http://jwchinstitute.org,ok,5
icare-financial,https://www.linkedin.com/company/icare-financial,iCare Financial,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"社員 11 - 50名. 本社: Kennesaw、Georgia. 種類: 非上場企業. 創立: 2006. 専門分野 ... Manet Community Health Center, Inc. 病院・ヘルスケア. North Quincy、MA. 類似 ...","site:linkedin.com/company/ ""community health center"" ""11-50""",20,2026-04-17T07:51:26Z,https://icarefinancial.com,title_mismatch,5
the-creative-department-corp,https://www.linkedin.com/company/the-creative-department-corp,tcd.,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 pekerja. Ibu pejabat: Long Beach, California. Jenis: Milik Persendirian ... FQHC Marketing, Health Plan Marketing, Brand Architecture. Lokasi. Utama.","site:linkedin.com/company/ ""FQHC"" ""11-50""",22,2026-04-17T07:54:54Z,https://www.tcd.com,title_mismatch,5
2b-technologies-inc.,https://www.linkedin.com/company/2b-technologies-inc.,2B Technologies,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,11-50 名員工. 總部: BoulderColorado. 類型: 私人所有. 創立時間: 2000. 專長 ... Community Health Center. Denver Mayor Mike Johnston was among ...,"site:linkedin.com/company/ ""community health center"" ""11-50""",6,2026-04-17T07:51:08Z,https://2b-technologies.com,bad_content,4
aaa-comprehensive-health-care,https://www.linkedin.com/company/aaa-comprehensive-health-care,AAA Comprehensive Health Care,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,"11-50 employees. Headquarters: North Hollywood, CA. Type: Self-Employed ... A Federally Qualified Health Center. Click here to view Patricia Ayala's profile ...","site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",8,2026-04-17T07:53:11Z,,none,4
affinity-health-center,https://www.linkedin.com/company/affinity-health-center,AFFINITY HEALTH CENTER,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51-200 employees. Headquarters: Rock Hill, South Carolina. Type: Nonprofit. Founded: 1994. Specialties: Primary Care, HIV Specialty Care, Hepatitis C Treatment ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",7,2026-04-17T07:55:08Z,https://affinityhealthcenter.org,ok_loc_only,4
agapenetwork,https://www.linkedin.com/company/agapenetwork,Agape Network,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"... community health center and treatment facility that is nationally accredited ... 201-500 medarbejdere. Hovedkvarter: Miami, Florida. Type: Nonprofit.","site:linkedin.com/company/ ""community health center"" ""201-500""",11,2026-04-17T07:52:36Z,http://agapenetwork.org/index.php,parking,4
axesspointe-community-health-centers,https://www.linkedin.com/company/axesspointe-community-health-centers,AxessPointe Community Health Centers,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"... (FQHC) serving residents of Summit and Portage Counties in Akron, Barberton ... 51-200 employees. Headquarters: Akron, OH. Type: Nonprofit. Founded: 1995.","site:linkedin.com/company/ ""FQHC"" ""51-200""",19,2026-04-17T07:55:24Z,,none,4
azahealthfl,https://www.linkedin.com/company/azahealthfl,Aza Health,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"... federally qualified health center (FQHC), Aza Health operates in areas ... 201-500 employees. Headquarters: Palatka, Florida. Type: Nonprofit. Founded: 1977.","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",19,2026-04-17T07:54:13Z,https://azahealth.org,wrong_entity,4
berks-community-health-center,https://www.linkedin.com/company/berks-community-health-center,BERKS COMMUNITY HEALTH CENTER,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"BERKS COMMUNITY HEALTH CENTER | 724 Follower:innen auf LinkedIn. We ... 51–200 Beschäftigte. Hauptsitz: READING, Pennsylvania. Art: Nonprofit. Gegründet ...","site:linkedin.com/company/ ""community health center"" ""51-200""",9,2026-04-17T07:51:52Z,https://berkscommunity.com,parking,4
baton-rouge-primary-care-collaborative-inc,https://www.linkedin.com/company/baton-rouge-primary-care-collaborative-inc,"Baton Rouge Primary Care Collaborative, Inc",1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,... federally qualified health center providing comprehensive healthcare services ... 직원 11-50명. 본사: Louisiana Baton Rouge. 유형: 비영리. 위치. 기본. 7050 Plank ...,"site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",4,2026-04-17T07:53:06Z,http://www.baton-rouge.com,ok,4
bee-busy-wellness-center,https://www.linkedin.com/company/bee-busy-wellness-center,Bee Busy Wellness Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,"... federally qualified health center offering the highest quality of health ... 11-50 employees. Headquarters: Houston, Texas. Type: Nonprofit. Founded: 2009 ...","site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",2,2026-04-17T07:53:04Z,https://beebusy.org,ok,4
bi-state-primary-care-association,https://www.linkedin.com/company/bi-state-primary-care-association,Bi-State Primary Care Association,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,"11-50 employees. Headquarters: Bow, NH. Type: Nonprofit. Founded: 1986. Specialties ... , a Federally Qualified Health Center serving New Hampshire's rural ...","site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",5,2026-04-17T07:53:07Z,,none,4
blue-ridge-medical-center,https://www.linkedin.com/company/blue-ridge-medical-center,Blue Ridge Medical Center,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51–200 Beschäftigte. Hauptsitz: Arrington, VA. Art: Nonprofit. Gegründet: 1985 ... GREATER PRINCE WILLIAM AREA COMMUNITY HEALTH CENTER INC. Krankenhäuser und ...","site:linkedin.com/company/ ""community health center"" ""51-200""",9,2026-04-17T07:51:52Z,https://blueridgemedicalcenter.com,parking,4
boulder-medical-center,https://www.linkedin.com/company/boulder-medical-center,Boulder Medical Center,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,201-500 名員工. 總部: BoulderCO. 類型: 私人所有. 創立時間: 1949. 專長: Allergy ... STRIDE Community Health Center. 醫療保健. DenverColorado. Colorado Hospital ...,"site:linkedin.com/company/ ""community health center"" ""201-500""",11,2026-04-17T07:52:36Z,http://bouldermedicalcenter.org,thin_or_dead,4
bchnhealth,https://www.linkedin.com/company/bchnhealth,Bronx Community Health Network (BCHN),1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 employees. Headquarters: Bronx, New York. Type: Nonprofit. Founded: 1996 ... Callen-Lorde Community Health Center. Hospitals and Health Care. New York ...","site:linkedin.com/company/ ""community health center"" ""11-50""",4,2026-04-17T07:51:05Z,https://www.bronxcommunity.org,ok_loc_only,4
bud-distributing,https://www.linkedin.com/company/bud-distributing,Bud Distributing,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,11-50 人. 总部: Dowagiac，Michigan. 类型: 私人持股. 创立: 1947. 地点. 主要. 52322 M ... Families Together of Orange County Community Health Center. 医院和医疗 ...,"site:linkedin.com/company/ ""community health center"" ""11-50""",5,2026-04-17T07:51:07Z,https://buddistributing.com,ok,4
casse-la,https://www.linkedin.com/company/casse-la,CASSE Community Health Institute,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"... FQHC with a Patient Medical Home philosophy ... 51–200 Beschäftigte. Hauptsitz: Shreveport, Louisiana. Art: Nonprofit. Spezialgebiete ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",7,2026-04-17T07:55:08Z,,none,4
cabin-creek-health-systems,https://www.linkedin.com/company/cabin-creek-health-systems,Cabin Creek Health Systems,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"... federally qualified health center with 5 primary care centers in Kanawha ... 201-500 employees. Headquarters: Dawes, WV. Type: Public Company. Locations.","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",17,2026-04-17T07:54:10Z,https://cabincreekhealth.com,ok,4
california-health-care-foundation,https://www.linkedin.com/company/california-health-care-foundation,California Health Care Foundation,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"社員 51 - 200名. 本社: Oakland、CA. 種類: 非営利団体. 創立: 1996. 場所 ... Brandon Thornock, FACHE, CEO of Shasta Community Health Center ...","site:linkedin.com/company/ ""community health center"" ""51-200""",24,2026-04-17T07:52:11Z,https://californiahealthcare.org,parking,4
capstone-rural-health-ctr,https://www.linkedin.com/company/capstone-rural-health-ctr,Capstone Health,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"Capstone Health | 196 Follower:innen auf LinkedIn. Your Health. Our Mission | At Capstone Health (FQHC) ... 51–200 Beschäftigte. Hauptsitz: Parrish, Alabama.","site:linkedin.com/company/ ""FQHC"" ""51-200""",25,2026-04-17T07:55:31Z,https://www.capstone-health.com,needs_review,4
capstone-healthcare,https://www.linkedin.com/company/capstone-healthcare,Capstone Healthcare,1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"201-500 employees. Headquarters: McKinney, Texas. Type: Privately Held. Founded ... Optima FQHC Solutions. Hospitals and Health Care. Lakewood, New Jersey. PMC.","site:linkedin.com/company/ ""FQHC"" ""201-500""",22,2026-04-17T07:56:05Z,https://www.hugedomains.com/domain_profile.cfm?d=capstonehealthcare.com,parking,4
care-alliance-health-center,https://www.linkedin.com/company/care-alliance-health-center,Care Alliance Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"Care Alliance Health Center, a trusted Federally Qualified Health Center (FQHC) serving Cleveland for over four decades, offers comprehensive medical, ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",7,2026-04-17T07:53:20Z,https://www.care-alliance.org,ok,4
castle-family-health-centers,https://www.linkedin.com/company/castle-family-health-centers,Castle Family Health Centers,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"Castle Family Health Centers, Inc is a multi-site, non-profit community health center ... 51–200 anställda. Huvudkontor: Atwater, CA. Typ: Ideell organisation.","site:linkedin.com/company/ ""community health center"" ""51-200""",6,2026-04-17T07:51:48Z,https://www.hugedomains.com/domain_profile.cfm?d=castlefamilyhealth.com,parking,4
center-for-pan-asian-community-services,https://www.linkedin.com/company/center-for-pan-asian-community-services,Center for Pan Asian Community Services,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51–200 Beschäftigte. Hauptsitz: Atlanta, GA. Art: Nonprofit. Spezialgebiete ... Ähnliche Seiten. Cosmo Health Center, FQHC. Arztpraxen. Norcross, Georgia ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",21,2026-04-17T07:55:26Z,http://centerfor.org,ok_loc_only,4
